route_type,customer_priority,customer_type,driver_experience,vehicle_type,weather_conditions,traffic_level,day_of_week,delivery_window,actual_time,reattempts_required,is_cutoff
0,1,1,0,0,0,0,5,2,166.87706953595682,1,0
1,0,1,1,2,0,1,2,1,112.4140970026923,0,0
0,1,1,1,2,0,0,1,2,276.3910796907402,0,1
1,1,0,1,0,0,1,2,2,258.0696522837912,0,1
1,0,1,2,2,0,2,3,2,561.9158122659834,1,1
1,1,1,0,0,0,1,0,0,250.5005889879804,0,0
0,0,0,0,0,1,1,3,0,325.82483376054194,1,1
1,2,0,0,1,2,2,2,2,383.5847964267513,0,1
0,1,0,1,0,0,2,6,0,496.9816411154784,1,1
1,1,1,1,0,0,1,6,0,256.6044373850129,1,0
1,2,0,2,0,0,0,1,2,435.85162643665865,0,1
1,2,1,1,0,3,1,4,0,251.80209372827497,0,1
1,1,1,1,0,0,1,4,2,349.78652016451093,0,0
1,0,1,2,0,0,1,2,2,233.7088732046692,0,0
1,2,1,2,1,0,1,4,0,448.2390596949127,0,0
0,0,1,2,0,0,1,0,1,568.0020411505568,0,1
1,2,1,1,0,3,1,3,2,174.5993782517911,0,0
0,1,1,2,0,0,2,4,1,28.85176837179339,0,0
1,0,1,1,0,2,1,0,0,297.3885358232044,0,0
1,2,1,1,1,0,1,2,2,201.74788274973417,0,1
1,2,0,2,1,0,0,3,2,389.3065995837353,0,1
1,2,1,2,1,2,2,6,2,149.26603094563583,0,0
1,2,1,2,2,0,1,6,0,59.67566120734125,1,0
1,1,0,1,2,3,1,4,2,520.1649414707765,0,1
1,2,1,1,0,0,1,6,2,204.93189180473607,0,1
0,2,1,2,2,3,0,4,2,364.3758764685393,0,0
1,0,1,1,1,0,0,4,2,66.68135788379094,0,1
1,1,1,0,0,0,0,5,1,237.46854783808217,1,0
0,1,1,0,0,0,1,4,2,520.715207327819,0,0
0,2,0,0,1,0,2,2,0,470.5434534762909,1,1
1,2,1,2,0,2,1,0,0,52.388361500572806,0,0
0,1,0,0,0,0,1,1,2,419.3933917748554,0,1
0,1,0,0,0,0,1,6,0,25.767964923182458,0,1
1,1,1,1,0,0,0,1,2,229.7564628260168,1,0
1,1,0,1,0,1,1,6,2,490.6538534125748,0,1
0,2,1,2,2,0,1,6,2,168.96811530885435,0,1
1,2,1,2,1,0,1,0,0,550.4675275639974,0,0
1,0,1,2,0,2,1,1,2,198.5965515172309,0,0
1,2,1,1,2,0,1,6,0,226.87864040171615,0,1
0,2,1,0,0,0,1,1,0,464.3353311658257,0,0
0,0,1,1,0,3,1,1,1,135.27703780258182,0,0
1,0,0,1,0,0,2,4,0,311.91624976827995,0,1
0,1,1,0,2,0,1,5,2,384.54233355048,0,0
1,1,1,1,0,0,1,6,2,246.3745655394796,0,0
1,0,0,0,1,0,0,5,2,39.002816378345486,0,1
1,2,1,1,0,2,1,1,2,48.96068433619882,2,0
0,2,1,1,2,2,2,4,2,631.4386923760452,0,0
1,0,1,2,0,0,1,5,0,33.436987267831434,0,0
1,2,0,1,0,0,2,4,1,55.18946628193474,0,1
1,2,1,0,0,0,1,4,2,368.1244435912703,0,0
1,1,1,1,2,2,1,1,2,278.16958660033936,0,0
1,0,1,1,0,0,2,5,0,375.6527454755893,0,1
1,2,0,0,0,2,0,5,0,553.9227092847615,1,1
0,1,1,1,0,0,1,5,0,53.36404861286928,0,0
1,2,0,1,2,0,0,0,1,367.2535324872493,0,1
0,1,1,0,1,2,1,0,1,120.04941230164216,0,0
1,1,0,2,0,0,1,6,0,261.6215776354161,0,1
1,1,1,1,0,0,2,1,1,108.33976991640463,2,0
1,2,0,0,0,0,1,1,2,243.27213376172512,0,1
0,2,1,0,0,0,1,6,1,620.4456509622876,0,0
1,2,1,2,2,2,1,4,0,33.70793493125777,0,0
0,1,0,2,0,0,1,3,0,530.785614811402,0,1
0,0,1,0,2,0,1,1,2,362.0541779310237,0,0
1,2,1,1,1,0,1,2,2,257.7356399151968,0,0
1,1,1,1,2,2,1,3,1,128.3490487406273,1,0
0,2,1,1,0,0,2,5,1,505.1767993246477,0,0
1,0,1,1,1,2,1,2,0,134.5446248829589,0,0
1,2,0,0,1,3,1,3,1,594.5955640125263,0,1
1,0,1,1,0,0,1,5,1,263.9813102031156,0,0
1,1,1,0,1,0,1,5,1,500.5239968647506,0,1
0,0,1,1,2,3,2,5,0,18.512771718928253,0,1
1,2,0,2,2,0,1,3,1,166.20756090390353,0,1
1,0,0,0,0,0,0,0,1,67.83467607165778,0,1
1,0,1,1,1,0,1,5,0,246.6946698597944,0,0
0,2,0,1,2,0,1,6,0,105.58482490123072,1,1
1,2,1,0,0,0,1,1,1,374.2729630078394,0,0
0,1,0,0,0,0,2,5,2,217.5382618847906,0,1
0,2,1,2,0,0,2,3,0,435.9367814875824,0,0
1,2,1,0,2,3,2,3,1,265.9023325332439,0,0
1,1,1,1,1,0,1,2,0,308.1434809036808,0,0
1,2,1,1,0,0,2,0,0,468.15269389624336,0,1
0,0,1,2,2,3,1,1,1,627.1211569918406,0,0
0,1,1,2,2,0,2,6,1,128.98039347164047,0,0
0,2,0,0,1,2,2,1,1,300.862979027134,0,1
1,1,1,1,2,0,2,2,2,22.96857748527885,0,0
1,0,0,1,2,2,2,0,0,228.523468589509,0,1
1,0,0,2,0,0,2,4,1,66.93695659936932,2,0
1,2,1,0,1,0,0,2,1,100.4655133318254,1,0
1,2,1,2,0,0,1,1,2,107.78848525573116,0,0
1,0,0,1,0,0,0,4,0,438.274174384085,0,1
1,1,0,2,0,2,0,0,0,221.20691347388492,2,1
1,2,1,1,0,2,0,5,1,460.62990034406505,0,0
1,1,1,1,2,0,2,5,1,416.0233732561168,0,0
1,0,1,2,1,2,1,1,1,235.8922702358905,0,1
1,1,0,2,0,0,0,3,2,249.9977056037736,1,1
1,2,1,1,0,0,1,3,0,528.4841036130441,0,0
1,2,1,1,0,0,1,2,1,303.13033305969134,0,0
0,0,0,2,0,0,1,3,0,718.0418884583205,0,0
1,0,1,1,0,0,1,4,0,147.77270759230336,1,0
0,1,1,0,1,0,1,3,0,18.322561325772256,2,0
1,2,1,1,0,2,2,0,2,325.33932386993087,1,0
1,1,0,1,1,2,1,4,0,582.9262758118191,0,0
1,1,0,2,0,2,1,3,2,283.4487150352918,0,1
1,2,0,0,0,0,1,2,1,161.80044509224484,1,1
1,0,1,1,0,2,1,1,2,488.24263626851706,2,0
0,1,1,2,0,3,2,6,2,491.9280669021086,0,0
1,1,1,1,2,2,2,2,0,204.15101393019012,0,0
1,0,1,1,0,0,1,0,1,89.64891789887609,0,1
1,0,1,2,0,0,2,3,2,466.4591439823111,0,1
1,1,1,1,2,2,2,3,1,15.405553691734866,3,0
0,1,1,1,0,0,1,6,0,73.02119603139691,0,0
0,2,1,0,1,0,1,4,2,293.6567628028167,0,0
1,1,1,1,2,0,1,1,0,296.1298612212402,0,0
1,2,1,0,0,0,0,2,1,517.3502987031899,0,0
1,1,1,1,0,0,2,5,0,186.48087029225889,0,0
0,1,1,2,1,2,1,4,0,336.18440444310227,0,0
1,1,1,2,0,0,1,5,0,100.75730909095547,0,0
0,2,1,0,2,0,1,3,0,563.4160919012405,0,0
1,1,0,2,2,0,0,6,0,152.46568295475552,0,1
0,0,1,0,1,2,1,5,0,294.49067264408035,0,0
1,0,1,2,0,3,1,1,1,20.40232155720753,0,0
1,1,1,2,2,2,2,3,1,295.16008010385553,0,0
1,1,1,2,2,0,2,6,0,505.1689181637527,0,1
0,1,0,1,2,0,1,0,0,526.6475834248577,0,1
0,1,1,0,0,0,0,3,0,591.5349984151164,0,0
0,1,1,1,1,0,0,1,0,237.59647108674076,0,1
0,1,1,1,2,0,1,6,2,701.0331568220003,0,0
1,1,1,1,0,0,2,0,2,379.8485772861872,1,1
0,1,1,1,0,0,1,0,2,708.0822243110636,0,0
0,2,1,0,2,0,1,2,2,211.7832580448056,0,0
1,1,0,0,0,2,1,5,2,474.111540011586,0,1
1,1,1,1,1,2,2,0,0,500.5430588100424,0,0
1,1,1,1,0,0,2,6,2,484.53006908057847,0,0
1,1,0,0,2,3,1,2,2,382.652316061338,0,1
0,2,1,2,0,2,2,0,0,57.29567617495888,0,0
1,1,0,2,1,0,2,4,2,167.28370934412905,1,1
1,2,0,0,0,2,0,4,2,85.63135195108416,0,1
1,0,1,1,0,2,1,4,0,474.839030178642,0,0
1,2,0,2,1,0,1,2,0,24.046209496956983,0,1
1,2,0,2,2,0,1,5,2,319.57318853875574,0,1
0,2,1,1,0,0,0,1,1,472.37113533459103,0,1
1,2,1,0,0,0,1,2,1,387.34788916593686,3,0
0,0,1,1,2,2,1,2,0,45.77440883663933,1,0
1,1,1,0,0,0,2,6,2,66.45391170647567,0,0
0,0,0,1,0,0,1,5,2,527.9657187837194,0,0
1,1,1,2,0,2,1,1,0,364.6422594154868,2,1
1,1,1,2,0,2,2,4,0,275.8421376199691,0,1
1,2,1,0,0,0,0,0,0,141.46418351795276,1,1
0,1,0,1,0,0,1,5,0,328.6467627961047,0,1
1,2,0,0,0,0,0,2,0,533.0667608910037,1,0
1,2,1,1,0,0,1,0,2,362.15766910580345,0,0
0,2,1,0,0,2,2,5,2,382.517729242124,0,0
1,1,1,2,1,2,0,0,2,282.4812981269993,1,1
1,1,0,1,0,0,1,1,0,158.40881509299393,0,0
1,1,1,0,0,2,1,5,2,330.67563481770185,2,0
1,0,1,1,1,0,0,5,2,405.4808327359031,0,1
1,2,1,1,0,0,2,5,0,296.6844380788368,0,1
1,0,1,1,0,2,1,6,2,361.6221392975684,0,0
0,0,1,1,0,0,1,1,1,367.15721300474553,0,0
1,2,1,2,1,2,2,5,2,64.05328207869191,0,0
1,0,0,2,0,0,1,0,0,38.42698303825655,0,1
1,2,0,1,2,0,2,0,2,119.44512980069234,0,1
1,2,1,1,1,0,1,4,2,124.65524132319273,1,1
1,1,0,1,0,2,2,1,0,332.7950367660964,0,1
0,2,0,0,2,0,1,2,1,414.3020080372737,0,1
0,2,1,0,2,2,1,2,2,488.6696488948895,1,1
0,2,1,0,1,2,0,3,0,499.21419140003536,0,1
1,1,1,0,2,2,0,2,2,587.400088883607,0,0
0,2,1,0,1,1,1,1,2,540.0884832989553,0,1
0,1,1,2,0,0,2,3,1,128.85312443045768,0,0
1,2,1,1,2,0,1,5,0,107.5738781285323,0,0
1,2,1,0,0,2,1,5,2,209.0306201013724,0,0
1,2,0,1,0,2,0,4,2,412.8075240418044,0,1
1,1,0,1,0,0,1,4,0,375.7296154725749,0,1
0,2,0,2,1,1,1,1,2,202.4575823087713,0,1
1,1,0,2,0,2,0,5,1,453.7093739601105,0,0
0,1,1,2,0,0,0,0,0,464.81246017962127,0,0
1,2,1,2,0,0,2,4,0,183.80321644376627,0,0
1,2,0,1,0,1,2,6,0,185.47023547637627,0,1
1,1,0,2,1,0,1,0,2,64.67592275436196,0,1
0,1,1,1,2,0,1,3,1,352.33728068052466,0,0
1,2,1,1,0,0,1,2,1,572.736109959956,1,0
0,2,1,1,1,2,1,2,0,73.61140944352022,1,0
1,1,1,0,0,0,1,3,2,560.0264636474029,0,0
1,1,1,1,0,0,1,0,2,387.4277283649938,2,0
1,1,1,1,1,2,2,2,2,216.5618085682391,0,0
0,0,0,1,2,0,2,2,1,650.6494183521105,0,1
1,2,1,0,0,0,2,6,2,45.3421068827151,1,0
1,0,1,0,0,2,2,2,2,188.876953536085,0,0
1,2,0,1,1,2,0,4,2,534.0967519819791,0,1
0,0,1,1,2,3,2,4,0,143.5535104670562,0,0
1,2,1,0,0,2,2,3,1,570.4337840825297,1,1
1,2,1,0,0,0,1,3,0,372.9081672949916,1,0
1,2,0,2,0,2,2,2,0,245.5538535920132,1,0
1,1,1,0,0,0,1,4,0,136.30179020945707,0,1
0,1,1,2,0,2,1,4,1,290.5896316062526,0,0
0,1,1,0,2,0,2,5,1,344.59208686883994,1,0
1,2,1,0,0,2,1,0,2,66.43751883065687,0,0
0,2,0,0,0,0,0,2,2,534.4746919491128,0,0
0,2,1,1,2,0,1,5,0,89.64668176178063,0,0
1,0,1,2,1,0,1,0,1,544.6999885844548,0,1
0,0,1,0,2,3,1,4,0,318.41920104936247,0,0
0,0,1,1,1,2,2,2,0,586.9125041354919,2,1
1,2,1,1,1,0,2,3,1,42.95072169891343,0,0
0,1,1,1,0,3,1,2,0,252.99953739706385,0,1
1,1,1,1,2,1,0,5,2,57.71939724990171,0,1
1,1,1,1,0,2,1,6,1,106.32779145342133,0,0
0,1,1,1,0,0,2,4,1,624.3447744113794,0,0
0,1,1,0,0,2,0,6,2,458.6378365814002,0,1
0,1,0,2,2,0,1,6,2,673.8394701455438,0,0
1,2,1,1,2,0,2,3,2,117.04711060999558,2,0
0,2,0,1,2,0,2,2,0,326.16892655930803,0,1
1,2,1,0,1,1,2,0,1,269.74620703597805,0,0
1,1,0,2,0,0,1,2,0,83.6055046963562,0,1
1,1,1,2,2,2,1,4,0,155.71424414560622,0,0
1,2,1,2,2,2,1,4,2,103.99105226415487,0,1
1,1,1,1,1,0,0,2,2,353.26451976463113,0,0
1,2,1,0,2,0,0,2,2,250.16370383798352,0,1
0,0,1,1,2,0,1,2,0,121.6210571080444,0,0
0,2,0,1,0,0,1,0,1,24.981686331528454,0,1
0,2,0,2,0,0,1,3,2,88.83175892329726,0,1
1,2,1,2,1,0,0,4,0,504.26347517509976,1,1
0,2,1,1,0,0,0,2,0,565.7714614085745,1,0
0,2,1,2,2,0,2,6,1,233.27759069977,0,1
1,0,1,0,2,0,1,6,2,394.4151245128821,2,1
0,2,1,1,1,2,1,4,0,692.5018145620346,0,0
1,2,1,2,2,0,2,1,0,436.9388831357683,0,0
1,2,0,1,0,0,0,5,2,50.29588543733154,0,1
1,2,1,2,0,0,1,5,1,443.41470293504216,0,0
0,2,1,1,1,0,2,5,0,211.6387142524894,0,0
0,1,0,0,2,0,1,4,1,84.05065377870928,1,1
1,1,1,2,2,0,1,1,1,304.86818000696803,0,0
1,1,0,2,0,0,1,5,2,189.04113975333735,0,1
0,2,0,2,0,2,1,1,0,649.0681369472621,0,1
0,0,1,0,0,0,2,3,0,365.40695546512944,0,1
1,0,1,0,0,0,1,0,0,282.3463272640915,0,0
1,2,0,1,0,2,2,3,0,384.0562075752812,0,1
0,1,0,1,0,0,1,3,1,512.6281954498687,0,1
1,0,1,2,0,0,1,6,0,506.5623243208244,0,1
1,2,0,0,2,0,2,4,1,587.2894425007801,0,1
1,1,0,2,2,0,1,1,0,446.8215957992512,0,1
0,0,1,1,0,2,1,4,0,56.727563646257394,0,0
0,2,1,2,0,0,0,0,2,205.34430544383096,0,1
1,0,0,1,2,0,2,2,2,102.29697434543598,0,1
1,1,0,1,0,0,0,2,2,221.0589629445641,2,0
1,0,0,2,0,0,2,4,2,80.09524029675406,0,1
1,2,0,2,2,2,2,2,2,503.333204761986,1,1
1,1,1,1,0,3,2,3,2,20.255851104733694,0,0
1,2,1,2,0,2,2,5,0,563.1147514385929,0,0
1,2,0,2,0,0,1,3,2,386.46709528816086,2,1
1,1,1,0,1,2,1,4,0,40.74862142458486,0,0
0,2,1,0,0,2,1,2,0,30.655381839161567,0,1
1,1,1,1,1,2,0,0,0,377.1476821929597,0,0
1,2,1,1,0,2,1,5,2,39.81367753655397,0,1
1,2,0,0,0,3,2,3,0,107.84263069449143,0,0
1,2,1,0,1,0,1,4,0,23.872292611484497,2,0
1,1,1,1,1,1,0,6,2,106.89567083400225,0,0
1,1,1,0,1,0,1,1,1,138.7763276189508,0,0
1,2,1,1,0,0,0,2,1,139.4033415393364,1,0
1,1,1,1,1,2,2,2,2,427.3428435176062,0,0
0,2,0,1,0,0,2,1,2,132.46294937220054,0,1
1,2,0,1,0,0,1,3,2,103.5856636775614,1,1
1,0,1,0,0,0,2,6,0,570.0271595870884,0,0
0,1,1,1,0,0,1,1,2,662.1592853031804,1,0
0,2,1,2,0,0,1,1,1,257.0269800589608,1,0
1,1,1,2,0,0,1,6,0,580.0350934213728,0,0
0,2,1,0,2,0,1,3,0,610.9481879013758,0,0
1,1,1,2,2,2,0,6,2,560.2419740222472,0,0
0,2,1,1,0,0,0,1,1,673.3367389627648,0,0
1,0,1,1,0,0,1,3,2,148.24198435464092,1,0
0,1,1,2,0,0,2,3,0,210.70282268408823,0,0
0,0,1,1,2,2,1,3,2,57.31707817825088,1,0
1,2,1,2,1,0,1,0,1,291.7149637371856,2,0
0,0,1,1,2,1,1,0,0,562.752644641318,0,0
1,0,0,1,0,2,1,2,1,326.566790511268,0,1
1,1,0,1,1,0,2,3,1,278.0556078304557,0,1
1,2,1,1,2,2,2,6,0,493.72389050939154,0,0
0,1,1,2,1,0,0,3,0,580.2078927218329,1,0
1,1,1,0,0,0,1,6,0,524.8305202368115,0,0
1,2,1,1,0,0,1,2,2,322.9019913452432,0,0
1,1,1,0,1,0,2,5,1,502.2416777708835,0,0
1,2,1,2,1,0,0,2,0,338.03809688041935,0,1
1,2,1,1,2,0,0,3,0,223.65534706787588,0,1
0,2,1,0,0,2,2,2,2,706.4423153759838,0,1
0,2,0,0,2,0,2,5,2,185.2291070589881,0,1
1,0,1,0,0,2,1,6,2,458.49652650885895,0,0
1,0,1,1,0,2,2,3,2,325.97249038741086,0,1
1,2,1,2,2,2,1,5,0,327.97226395590786,0,0
1,1,1,2,2,3,0,3,2,24.793995927181207,0,0
1,2,0,0,1,0,2,1,0,444.4914610107661,0,1
1,1,1,1,2,0,1,0,1,275.6929176512718,1,0
1,1,1,2,1,0,1,2,2,247.56441120708104,0,0
1,2,1,2,0,0,1,2,0,232.54177893779163,0,0
0,1,1,1,0,0,2,0,0,154.66123950089147,0,0
0,2,0,1,1,0,1,2,2,549.3798273820155,0,1
1,0,1,0,0,0,1,2,1,154.99572926703516,1,0
0,0,1,2,0,2,0,2,2,142.12801757088482,0,1
1,0,1,2,0,0,1,2,2,73.96688393281163,0,0
0,1,1,1,2,3,1,4,2,294.066785047036,0,0
0,1,1,0,1,0,0,6,1,698.0757959818842,2,0
0,1,1,1,0,0,2,3,1,495.7696473828195,0,0
1,2,0,2,0,0,0,4,2,176.4164693823401,0,1
1,1,1,1,1,0,1,5,0,325.8123050192225,0,0
1,0,1,2,0,2,1,1,1,566.5946431776473,0,0
1,1,1,1,2,0,2,6,0,86.34702597346642,0,0
1,1,0,0,0,0,1,5,2,544.8213697334925,0,0
1,0,1,1,0,0,2,0,1,283.35848854960835,0,0
0,0,1,1,0,0,1,2,0,409.44799209494926,0,0
1,2,0,1,2,2,1,2,1,98.34372110945668,1,1
1,2,1,0,2,0,2,4,0,383.7847994869195,1,1
1,2,1,2,2,1,1,0,2,271.0942173210024,0,0
1,2,1,0,2,2,2,6,2,527.4818914246414,0,0
1,1,0,1,2,0,1,4,1,558.916399448713,2,1
1,2,1,2,0,0,2,1,1,286.2373274022285,0,1
1,2,0,1,2,0,0,4,0,203.64710377550628,3,1
1,2,1,1,2,2,2,6,1,220.1101014644308,0,0
1,1,0,1,0,0,1,4,0,554.1765550564927,0,1
1,1,1,0,0,0,1,4,0,246.9467008740768,0,0
0,2,1,1,2,0,1,2,1,388.2072711104016,0,1
1,2,1,1,0,3,2,3,2,492.9818334547349,0,0
0,2,0,2,1,0,2,4,2,334.3402916373671,1,0
1,0,1,0,2,0,2,4,0,68.86320374170391,0,0
1,0,1,2,0,0,2,6,2,508.56597341314,0,0
1,1,0,0,0,0,2,4,0,149.7200818847777,0,0
1,2,0,1,1,0,0,4,2,440.5984859485205,0,0
1,2,1,1,1,0,0,5,1,427.8603606002864,1,1
1,0,0,1,0,0,1,6,2,529.1046094098461,1,1
1,0,1,2,1,0,0,4,0,18.611432203726103,0,1
1,1,1,1,1,0,0,6,0,480.8987959871543,0,1
0,1,0,0,0,3,0,2,0,426.4885835248568,1,1
0,2,1,2,0,0,1,5,0,557.2259383388824,0,0
1,1,1,2,0,0,1,6,0,131.29954158078982,0,0
1,1,0,0,0,1,2,1,2,93.20639227515228,3,1
1,1,1,0,2,2,1,2,0,134.15081527089504,0,0
1,0,1,1,0,0,2,2,1,253.9241659376431,0,0
0,1,0,1,2,0,2,5,2,186.50732740955343,0,0
1,2,1,1,1,3,2,6,2,478.1281763544724,0,0
1,0,1,0,2,2,1,3,0,331.7047443890165,0,1
1,0,1,1,0,0,1,0,1,223.0636948682703,2,0
0,2,1,1,2,0,0,4,0,24.79264914522469,0,0
1,2,1,2,2,0,2,2,1,494.5318892397936,1,0
1,1,1,0,2,0,0,0,2,260.6728284574857,0,0
0,0,1,2,1,2,2,6,2,198.7985034016492,1,0
1,1,1,0,0,0,1,6,2,85.95174806608284,0,0
1,1,0,0,0,0,1,3,2,463.5795424359507,1,1
0,1,1,0,1,0,0,5,0,186.6661656201042,0,0
1,1,1,0,0,3,1,4,0,461.1775487231044,0,0
0,2,1,1,0,0,1,0,0,700.7516436487924,3,0
1,1,1,1,0,0,2,1,1,70.60004596616756,1,0
1,1,1,1,0,0,2,1,1,249.87759625868296,1,0
0,1,1,0,0,1,2,3,2,447.2719198697505,0,0
1,0,1,1,0,0,1,0,2,283.0992320321636,0,1
0,2,1,2,0,0,1,0,0,373.62543389894114,0,1
0,2,1,2,0,0,1,1,2,672.9512951424665,2,1
1,2,1,0,2,0,1,6,1,329.0813306023922,0,1
0,1,1,1,0,0,1,6,1,618.1617172246524,0,0
0,1,1,0,2,2,2,5,0,91.31386803354698,0,0
1,0,1,0,0,0,2,1,0,327.5748734522822,0,0
1,1,1,2,0,0,1,6,0,190.97332637379077,0,0
1,2,1,2,1,0,1,5,2,587.786757827738,0,0
1,1,1,2,0,0,2,3,0,61.42281216860283,2,0
1,1,1,1,2,0,0,5,0,511.7648140358095,2,1
1,0,0,0,2,2,2,0,0,263.3914490039196,1,0
1,2,1,1,2,2,1,6,2,291.6607661287298,1,1
1,2,1,1,0,0,1,5,0,230.54416545067448,0,0
1,1,1,1,1,0,1,5,0,486.796564186228,2,1
1,2,0,1,0,0,0,3,0,386.5604980789746,0,1
1,0,1,1,0,0,1,5,0,411.99034562575713,0,1
0,0,1,0,2,0,2,2,1,154.74984012138736,0,1
1,2,1,2,0,0,1,6,2,529.9578969015225,0,0
1,0,0,2,0,0,1,0,2,40.56099798139467,1,1
1,2,1,2,2,0,2,4,0,55.44751472069417,0,0
1,0,1,1,1,0,1,5,2,99.55387442983132,0,1
1,1,1,0,0,0,2,2,2,156.56859907808794,0,0
0,1,1,0,1,2,1,0,0,391.8410890216383,0,0
1,2,0,1,2,0,1,1,0,32.60578808696991,0,1
0,2,0,0,0,2,2,3,0,35.62125528089407,0,1
1,2,1,2,2,2,0,5,0,566.099939993586,0,1
1,1,1,0,0,0,0,5,0,154.1151268139371,1,1
0,1,1,1,1,0,2,3,2,157.16665403320516,0,0
0,1,1,1,0,0,0,5,1,562.8754461117243,1,1
1,1,1,2,1,0,0,6,2,389.6405407384292,0,0
0,1,1,2,0,0,0,5,0,137.69849882168438,2,0
1,0,1,2,0,2,0,0,2,341.77334671285945,0,0
0,1,0,1,1,2,2,0,2,530.0740905300562,1,1
1,1,1,2,1,0,0,4,2,459.5571431546373,1,0
0,2,1,2,0,0,1,6,0,700.518817196331,0,0
1,2,1,1,0,2,2,4,0,71.10891349934016,1,0
1,2,1,0,0,2,1,6,1,289.69715547495656,0,0
0,2,1,2,2,0,0,3,0,454.1515418531882,0,0
1,1,1,1,0,0,1,3,2,582.4253444307786,0,0
1,2,1,1,0,0,1,0,2,599.7665771683605,0,1
1,1,1,0,2,2,1,4,0,227.03970352795005,1,0
0,1,1,2,1,2,2,6,2,329.19117577823613,0,0
0,0,1,2,1,2,1,1,1,292.0864489222666,0,0
0,2,1,2,1,0,2,2,2,390.2102635568312,0,1
0,2,1,1,0,0,1,0,2,430.4309112021495,0,0
1,1,1,0,2,0,1,6,0,464.0730113480502,2,0
1,1,1,1,2,0,1,3,2,361.69228930444416,0,0
1,2,1,1,0,2,1,3,2,195.7495601794524,0,1
1,1,1,0,0,0,1,2,1,430.656801899224,2,0
1,0,0,1,0,1,1,1,1,345.754065813578,1,0
1,1,1,1,2,0,1,2,0,82.29612655188825,1,0
1,2,0,2,2,3,1,4,1,253.5827315426181,1,0
0,2,1,1,0,1,2,3,0,435.1351467487433,0,1
1,0,1,0,2,2,1,6,1,422.65944267751615,2,0
0,1,0,2,0,1,0,3,2,687.0665892146549,0,1
0,1,1,0,0,0,2,3,0,148.9915958440872,1,0
0,0,1,0,2,2,1,2,2,184.80076889694013,0,0
0,1,1,0,0,0,1,2,1,360.2371846983832,0,1
1,2,1,2,2,0,2,4,2,320.4027746867704,0,0
1,1,0,1,1,2,2,3,0,124.10079627732046,0,1
0,0,1,2,2,0,1,2,2,156.96190814839738,0,0
1,0,1,1,1,0,0,4,2,142.23529803484112,0,0
0,2,0,0,0,0,1,5,2,460.5917130337856,0,1
1,2,0,1,2,0,2,1,1,409.1188226531072,0,1
1,1,0,0,0,0,2,1,0,41.7515886369565,0,1
1,1,1,2,1,0,1,0,2,361.4328222727699,0,0
0,2,1,2,0,0,1,6,2,579.5590334937349,0,0
0,1,1,1,0,2,1,3,2,178.14913381933184,0,1
0,1,1,2,0,0,0,3,0,20.630649897794992,0,0
0,1,1,2,1,0,1,1,2,506.71477999200414,0,0
1,1,1,1,0,0,1,1,1,166.53820357489678,2,0
1,2,0,1,2,1,2,3,0,282.2311010441105,0,1
0,1,1,1,2,0,0,0,2,707.3863709118457,0,0
1,0,0,2,1,2,0,2,2,281.2996458661576,1,1
1,1,0,0,2,0,2,1,1,294.4880293833688,0,1
1,1,0,0,0,0,1,3,1,337.3960310579249,0,1
1,1,0,2,2,0,1,6,2,528.6187607990802,0,1
0,2,0,0,2,0,0,2,0,377.41852416098,0,1
1,1,0,1,2,0,1,0,1,175.24212923120987,1,1
0,1,1,0,0,0,1,6,0,429.45534558156334,0,0
0,1,0,0,1,0,0,0,2,587.3864231373175,0,1
1,2,0,2,0,0,2,4,2,284.0299932415752,1,1
1,1,0,0,1,0,2,2,1,574.7879924222527,0,1
1,2,1,2,2,0,1,2,2,139.58133743390175,1,1
0,0,1,2,1,2,2,3,0,435.49111116488274,0,1
1,1,1,1,2,0,2,2,0,126.90501158160824,0,0
1,1,1,1,2,0,1,5,2,62.45279329761394,1,0
0,2,0,2,1,0,1,0,2,115.98465327835734,0,1
1,1,1,0,0,0,2,6,2,174.96812186895636,0,0
0,1,0,0,1,2,2,3,0,273.0949859504532,0,1
0,2,1,2,2,2,1,0,0,687.7194547077819,0,0
1,2,0,0,2,3,0,2,2,331.3894840463423,0,1
1,1,0,2,2,0,2,1,1,146.5306173968237,0,1
1,0,1,1,1,1,1,3,2,164.4885591681027,0,0
0,1,1,0,0,0,0,2,2,386.8650324389917,0,0
0,0,1,2,1,2,2,4,2,705.862112441871,1,1
1,2,0,1,0,0,0,5,1,298.26471193792054,0,1
1,2,0,0,1,2,1,4,2,220.16910509249288,1,0
0,0,1,1,2,0,1,1,2,689.7026733684535,0,0
1,2,1,1,0,0,1,6,2,401.5683486676677,0,0
0,0,1,0,0,0,0,4,2,24.516571019526467,0,1
1,1,1,1,0,0,1,0,2,247.1525870591973,0,0
1,1,0,0,0,0,1,1,2,501.38675230444335,0,0
0,2,1,1,2,0,1,0,2,615.0993866303402,1,0
1,1,0,1,2,0,2,2,1,232.4924099667491,0,1
1,2,1,0,0,0,1,3,1,339.3825633720878,0,1
1,1,0,1,0,0,2,3,1,316.16178697358924,1,1
1,2,1,1,1,2,0,2,2,120.12027837250815,0,0
0,0,1,0,0,0,0,6,0,490.5768673039968,0,0
1,2,1,1,1,1,1,0,1,201.50174944022825,1,0
0,2,0,0,0,0,1,2,0,152.96865417966177,0,1
0,2,1,0,2,2,1,1,0,563.6352984623093,0,0
0,2,1,1,2,0,2,1,0,448.27716973425055,2,0
